,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
4040,Maroon 5,Memories,Memories,2b8fOow8UzyDFAE27YhOZM,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486,4,
4041,Dua Lipa,Don't Start Now,Don't Start Now,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,183290,4,
4042,Selena Gomez,Lose You To Love Me,Lose You To Love Me,1HfMVBKM75vxSfsQ5VefZ5,0.505,0.34,4,-9.005,1,0.0438,0.576,0,0.21,0.0916,101.993,206459,4,
4043,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4,
4044,Black Eyed Peas,RITMO (Bad Boys For Life),RITMO (Bad Boys For Life),6cy3ki60hLwimwIje7tALf,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4,
4045,Harry Styles,Watermelon Sugar,Watermelon Sugar,1e9oZCCiX42nJl0AcqriVo,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000,4,
4046,ABREU,Teipillä tai rakkaudella,Masokisti,0p7yk4d3vhN0RmmQenDa4x,0.569,0.433,10,-6.789,0,0.0269,0.603,0,0.127,0.434,75.006,220019,1,
4047,ABREU,Teipillä tai rakkaudella,Teipillä tai rakkaudella,2vdsyiA0RcYs3C9VMnmYac,0.692,0.571,7,-6.099,0,0.077,0.0492,0,0.121,0.437,90.008,195562,4,
4048,Saweetie,High Maintenance,ICY GRL,1sl1cpix9GnwNwaVt04BIu,0.927,0.563,7,-5.827,1,0.175,0.0306,0,0.0736,0.842,103.312,109302,4,
4049,Ava Max,Torn,Torn,2GdxQw8NwoeH8tKySg6nym,0.664,0.831,2,-4.472,0,0.0436,0.111,1.42e-06,0.0596,0.696,125.058,198006,4,
4050,24kGoldn,Trendsetter,Trendsetter,5UWhqnZYmKJae4P8CZFq6B,0.74,0.583,7,-13.214,0,0.269,0.11,0,0.334,0.701,79.497,259709,4,
4051,21 Savage,Immortal,Immortal,4IO8X9W69dIQe0EC5ALXhq,0.741,0.87,6,-3.494,0,0.503,0.00813,0,0.114,0.663,184.194,254723,4,
4052,DaBaby,KIRK,BOP,6Ozh9Ok6h4Oi1wUSLtBseN,0.769,0.787,11,-3.909,1,0.367,0.189,0,0.129,0.836,126.77,159715,4,
4053,DaBaby,Baby On Baby,Suge,2gwkD6igEhQbDQegRCcdoB,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,163320,4,
4054,Mustard,Perfect Ten,Ballin' (with Roddy Ricch),3QzAOrNlsabgbMwlZt7TAY,0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,180435,4,
4055,Ant Saunders,Yellow Hearts,Yellow Hearts,20JtELGPfOAMq7FpUt8eSM,0.866,0.399,7,-10.938,1,0.0745,0.117,0,0.0689,0.713,129.047,223256,4,
4056,NLE Choppa,Camelot,Camelot,4sWuPniHClkInYAnzXAYUF,0.787,0.713,7,-5.252,1,0.401,0.0849,0,0.717,0.761,175.046,148759,4,
4057,Kanye West,JESUS IS KING,Follow God,2QpGZOhTCHHiKmpSO9FW4h,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,4,
4058,YNW Melly,223's (feat. 9lokknine),223's (feat. 9lokknine),4sjiIpEv617LDXaidKioOI,0.932,0.547,0,-7.787,0,0.333,0.0388,0,0.0924,0.695,94.998,176640,4,
4059,Juice WRLD,Bandit (with YoungBoy Never Broke Again),Bandit (with YoungBoy Never Broke Again),6Gg1gjgKi2AK4e0qzsR7sd,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323,4,
4060,Arizona Zervas,ROXANNE,ROXANNE,1ZPWWSwCkxKfqdp4H0RFCo,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,163636,5,
4061,French Montana,Writing on the Wall (feat. Post Malone & Cardi B),Writing on the Wall (feat. Post Malone & Cardi B),7x9nXsowok1JszkVztI5NI,0.773,0.836,9,-2.326,0,0.153,0.283,2.1e-05,0.0828,0.497,112.01,201271,4,
4062,Niall Horan,Nice To Meet Ya,Nice To Meet Ya,3cphb8kdsjElYR7r5icK3H,0.591,0.841,4,-4.351,0,0.0304,0.0119,0,0.395,0.392,109.034,158805,4,
4063,BEHM,Hei rakas,Hei rakas,0tc8HGXosQDC8TTAaON1TP,0.68,0.411,11,-10.319,0,0.0282,0.43,1.52e-06,0.135,0.251,115.024,211671,4,
4064,Post Malone,Hollywood's Bleeding,Take What You Want (feat. Ozzy Osbourne & Travis Scott),7CZyCXKG6d5ALeq41sLzbw,0.499,0.8,1,-2.665,0,0.0502,0.0906,0,0.147,0.272,139.919,229573,4,
4065,Sexmane,Sextape,Starboy,4bEkPmsClXX6I7iawkhvqa,0.677,0.608,5,-7.018,1,0.0892,0.445,0,0.129,0.379,145.009,123298,4,
4066,G-Eazy,I Wanna Rock (feat. Gunna),I Wanna Rock (feat. Gunna),3xB5uHrhe0uaIxNGf3JwZA,0.772,0.847,10,-3.789,0,0.0929,0.00718,0,0.156,0.704,100.013,163390,4,
4067,blackbear,hot girl bummer,hot girl bummer,7aiClxsDWFRQ0Kzk5KI5ku,0.778,0.559,6,-7.109,0,0.0776,0.128,0,0.399,0.678,129.989,185093,1,
4068,NCO,SILTI,SILTI,1Jv1qGotTOI1BajqomZffi,0.913,0.451,0,-10.753,1,0.373,0.598,1.98e-05,0.0866,0.882,99.999,138337,4,
4069,NCO,Veitola,Veitola,1WBUsmvMCeL2Abzig4SQpy,0.684,0.454,11,-10.52,0,0.234,0.409,0.00276,0.114,0.524,161.959,169134,4,
4070,Tove Lo,Sunshine Kitty,Sweettalk my Heart,4Cgedth1L3nBdVLU5Z42m1,0.79,0.684,6,-4.372,1,0.0525,0.0825,0,0.106,0.236,110.984,179831,4,
4071,Harry Styles,Lights Up,Lights Up,2plLJpUcYPFrl1sW2pMG63,0.585,0.62,3,-8.09,0,0.0327,0.0426,0.00224,0.15,0.281,101.939,172227,4,
4072,Trisha Paytas,What Dreams Are Made Of,What Dreams Are Made Of,27xThO09Pfz9qcgsH3c7Of,0.735,0.795,1,-6.107,0,0.0894,0.13,0,0.546,0.714,132.007,229118,4,
4073,Mouhous,Poikien vessa (feat. costee),Poikien vessa (feat. costee),117kHl2LRJ30z29lzeMD99,0.674,0.788,0,-4.48,1,0.0505,0.0343,0,0.168,0.545,132.031,208297,4,
4074,Noah Cyrus,Lonely,Lonely,3Lp8Xd2K7TwlY32SPvXkvF,0.594,0.26,5,-9.062,1,0.0601,0.779,0,0.0924,0.303,84.648,144387,3,
4075,Jeremy Zucker,brent,you were good to me,4CxFN5zON70B3VOPBYbd6P,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,219147,4,
4076,Hippie Sabotage,Providence,Devil Eyes,7MiZjKawmXTsTNePyTfPyL,0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112,131272,5,
4077,Jon Bellion,The Human Condition,All Time Low,1CnPYaKxTVb4LWOtiGOm0m,0.617,0.567,0,-4.188,1,0.0828,0.0584,0,0.0933,0.505,90.246,217603,4,
4078,Luh Kel,Pull Up,Pull Up,6LkQuRo91zYjI8dm1iOL2C,0.803,0.569,1,-6.366,1,0.0705,0.0957,0,0.0976,0.26,95.009,123400,4,
4079,Kane Brown,Experiment,Like a Rodeo,6RZmbKPtcieEcQJMcOEXZU,0.67,0.661,3,-6.798,0,0.0466,0.704,0,0.217,0.425,119.985,201730,4,
4080,DJ Scheme,Preseason EP,How You Feel? (Freestyle) (feat. Lil Yachty & Ski Mask The Slump God),67cpn8ZBO7QU67jky8Fh47,0.949,0.425,5,-7.393,1,0.224,0.0295,0,0.106,0.621,124.927,135023,4,
4081,KYLE,Hey Julie! (feat. Lil Yachty),Hey Julie! (feat. Lil Yachty),1jkEorRvoRQNo1WZfD1X5q,0.801,0.505,11,-5.829,1,0.293,0.0446,9.52e-06,0.122,0.757,161.059,156443,4,
4082,Roddy Ricch,Please Excuse Me for Being Antisocial,The Box,0nbXyq5TXYPCO7pr3N8S4I,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,4,
4083,ibe,Luota Muhun,Luota Muhun,4gEvvWYAF3yzv9hEY9f3oy,0.754,0.384,1,-11.04,1,0.0917,0.264,0.000814,0.118,0.842,167.089,214175,4,
4084,Lil Uzi Vert,Futsal Shuffle 2020,Futsal Shuffle 2020,2Ec33AVlkTTq8BHFgBTdQs,0.881,0.457,7,-8.191,0,0.156,0.0327,0,0.231,0.296,136.97,198913,4,
4085,Trevor Daniel,Falling,Falling,4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,159382,4,
4086,JACKBOYS,JACKBOYS,OUT WEST (feat. Young Thug),6gi6y1xwmVszDWkUqab1qw,0.802,0.591,8,-4.895,1,0.225,0.0104,0,0.196,0.309,139.864,157712,4,
4087,Ava Max,On Somebody,On Somebody,6gbLpUQtUU8ojzbE9jKt5A,0.698,0.742,5,-4.169,0,0.0541,0.0164,3.39e-06,0.158,0.767,137.844,184565,4,
4088,Sexmane,Sextape,Mama,67vUsLGXUTVDv7FLe8SyDr,0.722,0.576,11,-8.077,0,0.0473,0.447,0,0.313,0.339,97.54,184375,4,
4089,Sexmane,Sextape,2naamaa,33wTsVNVpHzCbBceggG3F8,0.642,0.466,9,-11.283,1,0.23,0.2,0,0.104,0.186,163.766,152207,3,
4090,Jasiah,Jasiah I Am,Case 19 (feat. 6ix9ine),4iO6aCCNBAN2TGTD5JYIiq,0.864,0.729,2,-4.621,1,0.275,0.00908,0,0.105,0.285,101.991,124033,4,
4091,Sexmane,Sextape,Marco de BIH,4l5Z1cyDADjB2RFHOJ4Wvl,0.744,0.448,10,-7.685,0,0.433,0.295,0,0.0767,0.924,89.358,200000,4,
4092,Doja Cat,Hot Pink,Juicy,7f5trao56t7sB7f14QDTmp,0.785,0.652,0,-2.607,1,0.0668,0.102,0,0.0697,0.484,170.024,203093,4,
4093,Justin Bieber,Yummy,Yummy,41L3O37CECZt3N7ziG2z7l,0.687,0.514,9,-6.612,0,0.0897,0.366,0,0.116,0.494,145.921,210427,4,
4094,The Weeknd,Blinding Lights,Blinding Lights,0sf12qNH5qcw8qpgymFOqD,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,4,
4095,Harry Styles,Fine Line,Adore You,3jjujdWJ72nww5eGnfs2E7,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,4,
4096,YNW Melly,Melly vs. Melvin,Suicidal,1iSqfoUFnQwV0QW1EfUit8,0.735,0.369,9,-9.682,0,0.0688,0.334,0,0.126,0.235,140.004,222997,4,
4097,Camila Cabello,Romance,My Oh My (feat. DaBaby),3yOlyBJuViE2YSGn3nVE1K,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,4,
4098,Don Toliver,No Idea,No Idea,3VyjsVV24RmBIbWJAeUJNu,0.651,0.631,6,-5.717,0,0.0896,0.519,0.000579,0.165,0.35,127.994,154424,4,
4099,Harry Styles,Fine Line,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000,4,
4100,Pink Guy,Pink Season,She's So Nice,0Dfctnkk9xIikDKJ06uwzo,0.828,0.577,6,-7.656,0,0.158,0.599,0,0.0814,0.587,86.339,163493,4,
4101,Shaaye,One Call Away,One Call Away,2KRFIIX8H3eTE3sG24C1co,0.779,0.538,8,-7.222,1,0.0654,0.367,0.0138,0.137,0.136,139.962,180828,4,
4102,Riton,Fake ID,Fake ID,5mr06ofu0NYuw3XpiokMct,0.746,0.862,8,-6.11,1,0.0776,0.21,0.0363,0.225,0.604,122.011,246970,4,
4103,Comethazine,Bawskee,Bands,0AphwbfFSlGgGDlXGeiEpu,0.834,0.457,10,-10.775,1,0.572,0.21,0,0.0641,0.533,158.008,98734,4,
4104,3NIGMA,Top for a Pancake,Top for a Pancake,5tZARCEehryuRTrfuHJYLW,0.885,0.536,1,-9.235,1,0.295,0.00963,0.0396,0.112,0.143,75.006,131024,4,
4105,BROCKHAMPTON,GINGER,SUGAR,6U0FIYXCQ3TGrk4tFpLrEA,0.453,0.538,1,-8.212,1,0.0638,0.449,0,0.19,0.516,122.973,204533,4,
4106,Doja Cat,Hot Pink,Say So,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,4,
4107,,,,2Wq9wjMTn2qD1zlfRYJtv8,0.727,0.401,9,-6.696,1,0.0657,0.309,0,0.0572,0.793,91.999,155054,4,
4108,Death Grips,Guillotine - Single,Guillotine,3IrcvqIf3ZiBhf3xdsctRX,0.561,0.64,11,-5.042,0,0.287,0.0678,0.000387,0.148,0.196,78.464,223364,4,
4109,costee,Ehkä joskus tää viel naurattaa,Opeta mut elämään,0lCl7wTqxiNQDCP52u1pyQ,0.584,0.678,1,-8.226,0,0.0476,0.198,3.05e-05,0.13,0.477,80.541,171533,4,
4110,costee,Satuta mua kunnolla,Satuta mua kunnolla,4xidP0jGIoAgIv0ATaC518,0.468,0.429,11,-9.064,1,0.0348,0.069,3.28e-06,0.265,0.254,130.03,241739,4,
4111,costee,Kunnes kuollaan,Kunnes kuollaan,6GhAMqEu0BC8EPYk3YwF7a,0.759,0.764,0,-7.289,0,0.0328,0.29,0.0187,0.109,0.174,105.026,148541,4,
4112,costee,Eka tääl,Eka tääl,11ClQNBqYZzoBK3dPmW7M1,0.527,0.764,11,-6.868,1,0.075,0.0878,2.74e-05,0.147,0.466,77.024,212117,4,
4113,Audrey Mika,Y U Gotta B Like That,Y U Gotta B Like That,45StvejYUdIsyUwqdZ7iJM,0.732,0.413,9,-6.353,1,0.0702,0.287,0,0.0565,0.761,92.066,154456,4,
4114,Tierra Whack,Whack World,Hungry Hippo,0WpDeBJ22LcwF4QoERQOTv,0.893,0.61,4,-5.691,0,0.0488,0.0227,0.00744,0.102,0.778,136.64,60000,4,
4115,King Staccz,Pretty Face,Pretty Face,5yUhwxfsBCQP8JjKp8INOS,0.958,0.636,11,-7.069,0,0.168,0.164,0,0.107,0.47,130.031,74173,4,
4116,Mahogany Lox,Take Your Man,Take Your Man,1CF5kzz5XDBAL24wtVyyTJ,0.934,0.658,0,-8.052,1,0.108,0.411,0.000738,0.0809,0.344,110.015,117363,4,
4117,Ashnikko,"Hi, It's Me",STUPID (feat. Yung Baby Tate),6qNB2ChCVPepl5ZjVJJTUW,0.772,0.637,2,-6.881,1,0.114,0.00459,0,0.0778,0.54,149.906,167317,4,
4118,DeJ Loaf,#AndSeeThatsTheThing,Back Up (feat. Big Sean),0sr5LOMv4x0jmTYfe6oOvP,0.816,0.535,9,-8.302,1,0.338,0.147,4.53e-06,0.176,0.435,80.012,241267,4,
4119,Breakbot,By Your Side,Baby I'm Yours,0tZkVZ9DeAa0MNK2gY5NtV,0.829,0.792,2,-3.755,0,0.0668,0.726,5.83e-06,0.122,0.758,118.05,215507,4,
4120,HRVY,Talk To Ya - EP,Personal,33KJ2xFYONOlIYDBg6wPx8,0.755,0.536,8,-5.605,1,0.12,0.114,0,0.0282,0.882,138.969,198040,4,
4121,The Boyboy West Coast,U Was At The Club (Bottoms Up),U Was At The Club (Bottoms Up),4CIMIZRcwllSonMlzr5wd2,0.845,0.791,3,-3.674,1,0.161,0.0186,0.107,0.0957,0.843,117.987,196400,4,
4122,Weiland,Hellcat,Hellcat,01hyP2yZdO49LddthLgcfp,0.649,0.579,6,-10.942,1,0.214,0.136,0.00112,0.109,0.345,158.599,182242,4,
4123,Ori,Weekdays,Weekdays,77sHxmnLL9Z8YZLradf1YF,0.471,0.394,5,-9.398,1,0.158,0.548,3.16e-06,0.0995,0.341,97.403,203376,3,
4124,Yung Gravy,Yung Gravity - EP,Forget Me Thots,2P1tkiGLZ5hoxrXfs073iU,0.887,0.737,6,-6.489,0,0.16,0.243,4.11e-05,0.109,0.685,104.924,184000,4,
4125,Rich Homie Quan,Summer Sampler,"Flex (Ooh, Ooh, Ooh)",2LLFl56eIFGFlnrplUC26f,0.728,0.62,2,-7.533,1,0.0434,0.038,0,0.342,0.885,81.998,176675,4,
4126,Absofacto,Thousand Peaces,Dissolve,7pBrj5rt4SSxXwFKOyZfHR,0.688,0.582,6,-10.668,0,0.0542,0.23,0.000157,0.0663,0.872,85.486,224661,4,
4127,Cordae,Kung Fu,Kung Fu,3i01Zk9c0FQ5HA1WJjflXI,0.876,0.608,8,-6.019,1,0.109,0.0227,1.16e-05,0.107,0.258,124.983,199680,4,
4128,Grits,The Art of Translation,Ooh Ahh (My Life Be Like) (feat. Toby Mac),2cGJxXXIBrxMhk2fWUJTLs,0.757,0.862,2,-3.519,1,0.0695,0.114,0.000192,0.285,0.823,99.021,233173,4,
4129,Bill Wurtz,Just Did a Bad Thing,Just Did a Bad Thing,0Y08zhvCal5BZZNS0RqBFN,0.754,0.526,1,-12.96,1,0.0435,0.00261,0.466,0.113,0.716,117.051,167180,4,
4130,dj 6rb,Oh Nanana (Remix),Oh Nanana - Remix,69PqVX29aZhDGFlG2SKxFy,0.729,0.842,1,-2.997,1,0.261,0.0597,3.06e-06,0.319,0.574,64.808,133116,4,
4131,Getter Jaani,Rockefeller Street (New Nightcore) [#Rockefellerstreet Remix],Rockefeller Street (New Nightcore) [#Rockefellerstreet Remix],37s8uwIjw72XfMseKJXNOO,0.659,0.936,2,-3.519,1,0.0606,0.283,0.0207,0.192,0.884,161.983,155009,4,
4132,Bhad Bhabie,15,Geek'd (feat. Lil Baby),3nQQotHU6YtE0Z4kiMNoW8,0.855,0.562,9,-7.099,0,0.299,0.485,7.89e-06,0.112,0.193,164.053,133691,4,
4133,bbno$,who dat boi,who dat boi,6uxKBULqEBZ9x5nhfcZnQg,0.828,0.518,1,-8.809,1,0.316,0.148,5.45e-05,0.666,0.819,86.141,131163,4,
4134,Cody Simpson,Surfers Paradise,Pretty Brown Eyes,5BHWQ78pw9yIjIWa6p1z6G,0.653,0.737,1,-5.446,1,0.0388,0.0181,0,0.136,0.763,99.033,168200,4,
4135,iLOVEFRiDAY,Mia Khalifa,Mia Khalifa,3B9vJvi2Z6ws4wjNTQMYAc,0.812,0.525,1,-8.798,1,0.124,0.255,0,0.325,0.564,145.016,177133,4,
4136,Various Artists,Madagascar: Escape 2 Africa - Music From The Motion Picture,Big And Chunky,5wlaCEfi6Zc6PVlZgoCXV9,0.963,0.8,6,-6.803,0,0.0964,0.139,0.000458,0.107,0.838,119.947,201640,4,
4137,ZaeHD & CEO,All In,All In,3pqHq40qvy1CTXGmI4c3Px,0.894,0.394,1,-8.791,1,0.406,0.000681,0,0.237,0.471,141.041,206733,4,
4138,One Direction,FOUR (Deluxe),Act My Age,4bqIFmnVAsndYWuXxAwQet,0.495,0.883,6,-4.722,1,0.0402,0.00287,2.26e-05,0.0978,0.642,135.899,198653,4,
4139,SHAUN,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,1ZLrDPgR7mvuTco3rQK8Pk,0.737,0.747,10,-4.818,1,0.0323,0.269,0,0.219,0.447,105.943,192453,4,
4140,Huncho,Da Huncho Show (Season 1),Huncho Show,1wd9U6JjJLNC4jOypMq7WE,0.909,0.265,1,-15.557,1,0.518,0.101,0,0.0522,0.924,145.108,80901,4,
4141,Various Artists,Wreck-It Ralph,"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",5ZkAx8zjLiSs1nMmBwJoZS,0.638,0.831,11,-6.812,0,0.081,0.0263,0,0.0491,0.388,127.975,218093,4,
4142,Jack Stauber,Pop Food,Buttercup,2mlGPkAx4kwF8Df0GlScsC,0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,208026,4,
4143,Yung Gravy,Snow Cougar,1 Thot 2 Thot Red Thot Blue Thot,7LptQZjp5wgdYDQZPjOV9O,0.79,0.768,6,-5.638,1,0.284,0.148,0.000947,0.126,0.691,80.029,131139,4,
4144,Metro Station,Metro Station,Shake It,5619Ojc6t9evEEs3B7Drhe,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,179947,4,
4145,Falling In Reverse,The Drug In Me Is You,Good Girls Bad Guys,78ML3F5Lz3KiNkpnFAaR3q,0.474,0.948,3,-2.592,1,0.122,0.0223,0,0.43,0.611,146.46,195373,4,
4146,Dawin,Sunday,Jumpshot,5GTNt44FIgCax5hjsrqNaB,0.912,0.628,6,-3.869,0,0.0802,0.212,0,0.0294,0.828,97.039,209093,4,
4147,N.E.R.D,Lemon (feat. Drake) [Drake Remix],Lemon (feat. Drake) - Drake Remix,739vCwA3EpBSkk3uDsI2wB,0.777,0.657,1,-6.434,1,0.237,0.000738,3.34e-06,0.0932,0.245,189.992,226107,4,
4148,Killua the Pilgrim,Gm Say It Back,Gm Say It Back,58IHCvoCPfMNS0WrK7JnSg,0.689,0.405,8,-12.525,1,0.171,0.733,4.8e-05,0.54,0.423,77.54,102792,4,
4149,P-Lo,PRIME,same squad,0YCl0i8CTDqtISiphhLIE8,0.918,0.419,7,-9.129,0,0.104,0.0146,4.67e-06,0.195,0.756,96.036,151054,4,
4150,Yung Anime,Blueberry faygo,Blueberry faygo,4ADzhwPWMQaTXNnEP8gXnQ,0.83,0.4,0,-11.032,1,0.0614,0.0224,7.39e-06,0.107,0.302,99.012,142068,4,
4151,Eternal Flames,Blueberry Faygo !,Blueberry Faygo !,2CnHbpkNAUIEZOXpCjyfjl,0.834,0.408,0,-10.362,1,0.0612,0.0209,1.39e-06,0.107,0.302,99.005,140034,4,
4152,Doja Cat,Amala (Deluxe Version),Tia Tamera (feat. Rico Nasty),1uNePI826aqh9uC9pgbeHU,0.822,0.654,0,-4.623,1,0.132,0.019,0,0.233,0.421,119.884,211013,4,
4153,Doja Cat,Hot Pink,Cyber Sex,1ghvzmzpx2nnrbx7wtpMgo,0.917,0.657,8,-5.716,1,0.0921,0.318,3.62e-06,0.0754,0.818,131.03,165733,4,
4154,Doja Cat,Hot Pink,Won't Bite (feat. Smino),7k51pIqTGEHHZOnpI11Qq2,0.807,0.783,5,-3.115,1,0.0964,0.351,0,0.14,0.592,127.996,195213,4,
4155,Doja Cat,Hot Pink,Rules,1TMWcbxL5YF8rKsFHv5hAP,0.651,0.724,7,-5.457,1,0.166,0.172,0,0.13,0.686,144.146,187040,4,
4156,Doja Cat,Hot Pink,Like That (feat. Gucci Mane),4EivmOT13NMpNSfTKn9p4s,0.879,0.498,4,-6.027,0,0.18,0.239,0,0.0967,0.405,106.044,163173,4,
4157,Doja Cat,Hot Pink,Talk Dirty,1j6NZFHrpc09YmEZuSlmwf,0.603,0.741,1,-5.58,1,0.12,0.276,0.000227,0.104,0.403,168.006,241480,4,
4158,Doja Cat,Hot Pink,Addiction,2OAcH9SD8ehxuG0tWNe0cU,0.775,0.708,7,-6.073,1,0.166,0.00993,0.000537,0.128,0.548,90.005,208480,4,
4159,Doja Cat,Hot Pink,Streets,60ynsPSSKe6O3sfwRnIBRf,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,226987,4,
4160,Doja Cat,Hot Pink,Shine,5xIDCYGTyLaDkiaaulVPcJ,0.559,0.63,11,-6.075,0,0.246,0.421,0,0.102,0.289,107.627,160133,5,
4161,Doja Cat,Hot Pink,Better Than Me,1ZiJGdjNtvgngdT3wRKVqS,0.674,0.759,1,-5.379,1,0.0376,0.294,3.31e-05,0.116,0.509,129.926,202373,4,
4162,alt-J,An Awesome Wave,Breezeblocks,3n69hLUdIsSa1WlRmjMZlW,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071,227080,4,
4163,Handsome Luke,Cocaine Drip,Cocaine Drip,0ueRl6KrFuB3Cro9zGlnFz,0.675,0.719,7,-3.978,1,0.0364,0.00359,9.41e-05,0.0934,0.431,159.943,205680,4,
4164,Sophia Annello,Falling,Falling,3hVbTB310iK2blEpGbxLTP,0.635,0.86,0,-6.152,1,0.0325,0.479,0,0.209,0.585,78.045,212308,4,
4165,Brayden,Watch You Leave,Watch You Leave,65JG1470SKpuEkq0lmtpGP,0.672,0.536,1,-6.998,1,0.0442,0.149,5.21e-05,0.0884,0.25,79.992,201000,4,
4166,Jeff Kush,The Grave,The Grave,3ZztZYaW17b9aCFzq2PgYE,0.79,0.478,7,-10.472,1,0.352,0.0229,0.0525,0.444,0.373,139.963,178286,4,
4167,Leyla Blue,Peppa Pig (Prod. Y2K),Peppa Pig (Prod. Y2K),7G4JtFBBuMEjDKJLOB4xA7,0.832,0.322,4,-9.545,0,0.458,0.223,2.44e-05,0.609,0.359,128.853,126533,4,
4168,McCafferty,Beachboy,Beachboy,70uQzsAyJ1vmloywhrO0ss,0.431,0.962,4,-7.216,1,0.182,0.0413,0.000211,0.124,0.75,179.683,199341,4,
4169,Rex Orange County,Loving Is Easy,Loving Is Easy,5EYi2rH4LYs6M21ZLOyQTx,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023,155720,4,
4170,Ness The Kid,Love Me,Love Me,0SktvVRr27dE6ED6xdudsl,0.793,0.744,6,-8.211,1,0.0568,0.154,3.43e-05,0.122,0.487,100.025,144994,4,
4171,Shotgun Willy,Cheat Codes for Hoes,Cheat Codes for Hoes,10iTEeb8hoM5jBGh0OxBOO,0.715,0.55,10,-10.293,0,0.425,0.651,0.000292,0.172,0.824,116.669,141663,4,
4172,Chrishan,"TieDye, Pt. 1",Sin City,0zor3Hre5d5bgHGpbZHNw4,0.886,0.225,4,-11.437,1,0.457,0.676,0,0.0938,0.387,120.1,212000,4,
4173,Harry Belafonte,Jump Up Calypso,Jump in the Line,1zW2csx1vVJrKfvDrFQNVt,0.594,0.889,5,-7.775,1,0.246,0.768,0,0.124,0.8,116.187,221704,4,
4174,Haiti Babii,Change Ya Life,Change Ya Life,5JboK5zbbhXIN7iN9NHS8t,0.696,0.399,4,-8.673,0,0.0369,0.0224,0,0.0747,0.364,98.004,156770,4,
4175,Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Two®,1DZx0LEctNXUHQ9VQFKlgl,0.266,0.642,7,-5.133,1,0.0694,0.424,0,0.0943,0.0371,75.022,185276,4,
4176,Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Sauce It Up,5evSAk9q0l3TfF5dYDwDBO,0.813,0.528,6,-6.305,0,0.313,0.0715,0,0.125,0.131,79.532,207039,4,
4177,Lil Uzi Vert,Luv Is Rage 2 (Deluxe),444+222,6fWcHP8ce2glR9MEUZE7Cs,0.791,0.513,10,-6.568,0,0.269,0.0235,2.83e-05,0.101,0.481,76.997,247347,4,
4178,Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Early 20 Rager,0QsHgUWosVmZS49Hrsv5xC,0.651,0.68,8,-6.057,0,0.0647,0.0209,0,0.381,0.092,127.001,274880,4,
4179,Lil Uzi Vert,Luv Is Rage 2 (Deluxe),X,6nxvVPzS7gnyDthFNvTSxn,0.623,0.58,8,-7.076,1,0.332,0.0043,0,0.394,0.301,163.159,173798,4,
